ND_ID	Category_1	Category_2	Category_3	Product_Name	grams_Pro_per_100g	grams_Fat_per_100g	grams_Cho_per_100g	Serving_Size	Date_Obtained	Control_Number	Manufacturer	Store	Package_Amount	Package_unit	Price_per_Package	Price_Per_Unit
ND00779	Fruits	Berries	Blueberry	Dole Wild Blueberries - All Natural (frozen)	0.00	0.00	14.29	1 cup	2/16/2014	13324E3101 13	"Dole Packaged Foods, LLC"	SW	910	ml_or_g	9.67	0.0106
ND00781	Fruits	Berries	Other	"Dole Ready-Cut Fruit - Strawberries, Peaches & Bananas (frozen)"	0.71	0.00	13.57	1 cup	3/25/2015	15041A3553 15	"Dole Packaged Foods, LLC"	WD	397	g	3.69	0.0093
ND00780	Fruits	Berries	Other	Dole Wildly Nutritious Signature Blends - Mixed Berries (frozen)	0.71	0.36	12.77	1 cup	3/25/2015	14352A3553 12	"Dole Packaged Foods, LLC"	WD	340	g	3.89	0.0114
ND00782	Fruits	Berries	Other	Ocean Spray Craisins Original	0.00	0.00	82.50	1/4 cup	3/1/2015	29304001	"Ocean Spray Cranberries, Inc."	PB	510	g	4.99	0.0098
ND00783	Fruits	Berries	Raspberry	Publix Raspberries (frozen)	1.43	0.71	12.14	1 cup	4/1/2015	14 VF 252 08:50	Publix Super Markets Inc	PB	340	ml_or_g	3.79	0.0111
ND00784	Fruits	Berries	Raspberry	"Raspberries, raw"	1.20	0.65	11.94	1 cup = 123g	3/25/2015	09302	USDA	I		ml_or_g	4.99	
ND00786	Fruits	Berries	Strawberry	Dole Ready-Cut Fruit - Strawberries (frozen)	0.71	0.00	9.29	1 cup	3/25/2015	15038A3452 15	"Dole Packaged Foods, LLC"	WD	397	ml_or_g	3.69	0.0093
ND00787	Fruits	Berries	Strawberry	Publix Whole Strawberries (frozen)	0.71	0.00	9.29	1 cup	2/16/2014	13 VF 282 16:55	Publix Super Markets Inc	PB	454	ml_or_g	2.99	0.0066
ND00785	Fruits	Berries	Strawberry	"Strawberries, raw"	0.67	0.30	7.68	1 cup sliced = 166g	4/15/2015	09316	USDA	I			1.98	
ND00788	Fruits	Cherries	Null	"Cherries, sour, red, raw"	1.00	0.30	12.18	1 cup w/o pits = 155g	4/16/2015	09063	USDA	I			2.99	
ND00789	Fruits	Cherries	Null	"Cherries, sweet, raw"	1.06	0.20	16.01	1 cup w/o pits = 154g	4/16/2015	09070	USDA	I			2.99	
ND00790	Fruits	Citrus	Lemon	"Lemon Juice, canned or bottled"	0.40	0.29	6.48	1.0 tbsp = 15 g	3/20/2015	09153	USDA	I		ml_or_g	2.49	
ND00791	Fruits	Citrus	Lemon	"Lemon juice, raw"	0.35	0.24	6.90	1 cup = 244 g	3/20/2015	09152	USDA	I		ml_or_g	2.49	
ND00792	Fruits	Citrus	Lime	"Lime juice, canned or bottled, unsweetened"	0.25	0.23	6.69	1 cup = 246 g	3/20/2015	09161	USDA	I		ml_or_g	2.49	
ND00793	Fruits	Citrus	Lime	"Lime juice, raw"	0.42	0.07	8.42	1 cup= 242g	3/20/2015	09160	USDA	I		ml_or_g	2.49	
ND00796	Fruits	Citrus	Orange	"Del Monte Mandarin Oranges, in water, artificially sweetened, no sugar added (canned)"	0.81	0.00	11.38	1/2 cup	3/1/2015	4018ZA MOM00:57	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00799	Fruits	Citrus	Orange	"Dole Mandarin Oranges, in 100% fruit juice (fruit cups)"	0.00	0.00	15.49	1 container	3/25/2015	3890004207	"Dole Packaged Foods, LLC"	WD	452	ml_or_g	2.99	0.0066
ND00801	Fruits	Citrus	Orange	"Dole Mandarin Oranges, in light syrup (canned)"	0.82	0.00	17.62	1/2 cup	3/25/2015	13323L67 02 4215 L	"Dole Packaged Foods, LLC"	WD	425	ml_or_g	1.79	0.0042
ND00800	Fruits	Citrus	Orange	"Dole Mandarin Oranges, in Orange Gel (fruit cups)"	0.00	0.00	19.51	1 container	3/25/2015	3890003033	"Dole Packaged Foods, LLC"	WD	488	ml_or_g	2.99	0.0061
ND00794	Fruits	Citrus	Orange	"Dole Mandarin Oranges, in water sweetened with monk fruit concentrate (fruit cups)"	0.88	0.00	8.85	1 container	3/25/2015	3890004271	"Dole Packaged Foods, LLC"	WD	452	ml_or_g	2.99	0.0066
ND00795	Fruits	Citrus	Orange	"Oranges, raw, Florida"	0.70	0.21	11.54	1 cup sections = 185g	3/20/2015	09203	USDA	I		ml_or_g	0.99	
ND00797	Fruits	Citrus	Orange	"Oranges, raw, navels"	0.91	0.15	12.54	1 cup sections = 165g	3/20/2015	09202	USDA	I		ml_or_g	0.99	
ND00798	Fruits	Citrus	Orange	Publix Mandarin Orange Segments in Light Syrup (canned)	0.71	0.00	13.57	1/2 cup	3/1/2015	L32 01 131220 601	Publix Super Markets Inc	PB	425	ml_or_g	1.25	0.0029
ND00802	Fruits	Citrus	Tangerine	"Tangerines (mandarin oranges), raw"	0.81	0.31	13.34	1 cup sections = 195g	3/20/2015	09218	USDA	I		ml_or_g	4.49	
ND00804	Fruits	Fruits_Mixed	Null	"Del Monte Fruit Cocktail, in 100% fruit juice (canned)"	0.81	0.00	12.10	1/2 cup 	3/1/2015	HLC 423601 P 22:58	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00809	Fruits	Fruits_Mixed	Null	"Del Monte Fruit Cocktail, in heavy syrup (canned)"	0.00	0.00	19.69	1/2 cup 	3/1/2015	FMA 422101 P 10:02	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00803	Fruits	Fruits_Mixed	Null	"Del Monte Fruit Cocktail, in water, artifically sweetened, no sugar added (canned)"	0.00	0.00	8.26	1/2 cup	3/1/2015	ACD 421301 J 20:52	"Del Monte Foods, Inc."	PB 	425	ml_or_g	1.59	0.0037
ND00805	Fruits	Fruits_Mixed	Null	"Del Monte Lite Chunky Mixed Fruit, in extra light syrup (canned)"	0.00	0.00	12.10	1/2 cup	2/22/2014	NRQ 322401 L 09:31	"Del Monte Foods, Inc."	PB	234	ml_or_g	1.19	0.0051
ND00806	Fruits	Fruits_Mixed	Null	"Del Monte Lite Fruit Cocktail, in extra light syrup (canned)"	0.00	0.00	12.10	1/2 cup	3/1/2015	FMK 321401	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00808	Fruits	Fruits_Mixed	Null	"Del Monte Very Cherry, natural cherry flavored light syrup (canned)"	0.00	0.00	16.13	1/2 cup	3/1/2015	FCC 423001 E 05:31	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00807	Fruits	Fruits_Mixed	Null	Publix Mixed Fruit (frozen)	0.71	0.00	11.79	1 cup	4/1/2015	14279A3401 06	Publix Super Markets Inc	PB	567	ml_or_g	4.29	0.0076
ND00810	Fruits	Grapes	Null	"Grapes, red or green (European type, such as Thompson seedless), raw"	0.72	0.16	18.10	1 cup = 151g	3/25/2015	09132	USDA	I		ml_or_g	3.49	
ND00811	Fruits	Kiwi	Null	"Kiwifruit, green, raw "	1.14	0.52	14.66	1 cup sliced = 180g	3/20/2015	09148	USDA	I		ml_or_g	0.99	
ND00813	Fruits	Mangos	Null	Dole Mango Chunks (frozen)	0.71	0.36	15.00	1 cup	4/1/2015	15045A3553 11	"Dole Packaged Foods, LLC"	PB	454	ml_or_g	3.00	0.0066
ND00812	Fruits	Mangos	Null	"Mangos, raw"	0.82	0.38	14.98	1 cup cut pieces = 165g	3/20/2015	09176	USDA	I		ml_or_g	1.00	
ND00817	Fruits	Melons	Null	Horned Melon (Kiwano)	1.78	1.26	7.56	1 cup= 233g	4/16/2015	09451	USDA	I			2.50	
ND00815	Fruits	Melons	Null	"Melons, cantaloupe, raw"	0.84	0.19	8.16	1 cup diced = 156g	4/14/2015	09181	USDA	I			1.00	
ND00816	Fruits	Melons	Null	"Melons, honeydew, raw"	0.54	0.14	9.09	1 cup diced = 170g	4/14/2015	09184	USDA	I			2.50	
ND00814	Fruits	Melons	Null	"Watermelon, raw "	0.61	0.15	7.55	1 cup diced = 152g	3/20/2015	09326	USDA	I		ml_or_g	3.99	
ND00822	Fruits	Peaches	Other	Alco Light Duraznos (peaches) (canned)	0.00	0.00	7.32	1/2 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00828	Fruits	Peaches	Other	Arcor Duraznos (peaches) (canned)	0.50	0.00	15.71	1/2 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00819	Fruits	Peaches	Other	BC La Campagnola Duraznos Pessegos	0.79	0.00	5.86	1/2 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00820	Fruits	Peaches	Other	"Del Monte Diced Peaches, packed in water artifically sweetened, no sugar added"	0.00	0.00	7.08	1 cup	2/22/2014	322401	"Del Monte Foods, Inc."	PB	424	ml_or_g	3.00	0.0071
ND00827	Fruits	Peaches	Other	"Del Monte Lite Sliced Peaches, in extra light syrup (canned)"	0.00	0.00	12.10	1/2 cup	3/1/2015	SAR 425201 U 11:44	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND01809	Fruits	Peaches	Other	Del Monte Lite Sliced Pears	0.00	0.00	12.10	1/2 cup	4/17/2015	4PJ A266 2 23:30	"Del Monte Foods, Inc."	SW	425	g	1.38	0.0032
ND00829	Fruits	Peaches	Other	"Del Monte Sliced Peaches, in heavy syrup (canned)"	0.00	0.00	19.53	1/2 cup	3/1/2015	SRR 422201 U 14:47	"Del Monte Foods, Inc."	PB	432	ml_or_g	1.59	0.0037
ND00821	Fruits	Peaches	Other	"Del Monte Sliced Peaches, in water, artifically sweetened, no sugar added (canned)"	0.00	0.00	7.23	1/2 cup	3/1/2015	PLC 419601 U 08:57	"Del Monte Foods, Inc."	PB	411	ml_or_g	1.59	0.0039
ND00826	Fruits	Peaches	Other	Great Value Diced Peaches in Light Syrup (cups)	0.88	0.00	11.50	4 oz	2/16/2014	(3700101105)A	Wal-Mart Stores Inc	SW	454	ml_or_g	1.88	0.0041
ND00824	Fruits	Peaches	Other	"Great Value Sliced Peaches (100% Juice), yellow cling peaches in natural peach juice"	0.00	0.00	10.25	1/2 cup	2/16/2014	03/01/16	Wal-Mart Stores Inc	SW	425	ml_or_g	0.98	0.0023
ND01807	Fruits	Peaches	Other	"Great Value Sliced Peaches, in 100% juice"	0.00	0.00	10.25	1/2 cup	4/16/2015	9HSB2 06 A2096 1945	Wal-Mart Stores Inc	SW	425	g	0.98	0.0023
ND01808	Fruits	Peaches	Other	"Great Value Sliced Peaches, in heavy syrup"	0.00	0.00	19.53	1/2 cup 	4/16/2015	9H822 08 A2092 CA46	Wal-Mart Stores Inc	SW	432	g	0.98	0.0023
ND00830	Fruits	Peaches	Other	"Great Value Sliced Peaches, in heavy syrup, yellow cling peaches"	0.00	0.00	19.53	1/2 cup 	2/16/2014	6HS2 09 H2253 1422	Wal-Mart Stores Inc	SW	432	ml_or_g	0.98	0.0023
ND00818	Fruits	Peaches	Other	Jumbo Mas Calidad Duraznos En Mitades - Light (peaches) (canned)	0.43	0.00	5.11	2 halves	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00823	Fruits	Peaches	Other	Publix Sliced Peaches (frozen)	0.71	0.00	9.29	3/4 cup	4/1/2015	14344A3501 16	Publix Super Markets Inc	PB	567	ml_or_g	3.69	0.0065
ND00825	Fruits	Peaches	Other	Publix Yellow Cling Peach Lite Slices (canned)	0.00	0.00	10.25	1/2 cup	3/1/2015	9HSB3 10 A2119 0626	Publix Super Markets Inc	PB	425	ml_or_g	1.25	0.0029
ND00831	Fruits	Peaches	Other	Publix Yellow Cling Peach Slices (canned)	0.00	0.00	19.53	1/2 cup	3/1/2015	6HS2 09 A2092 1043	Publix Super Markets Inc	PB	432	ml_or_g	1.25	0.0029
ND00832	Fruits	Peaches	Raw	"Peaches, raw"	0.91	0.25	9.54	1 cup slices = 154g	3/20/2015	09236	USDA	I		ml_or_g	2.99	
ND00833	Fruits	Pears	Other	BC La Campagnola Peras (pears) (canned)	0.64	0.00	6.86	1/2 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00842	Fruits	Pears	Other	"Del Monte California Pear Chunks, in heavy syrup (canned)"	0.00	0.00	19.69	1/2 cup	3/1/2015	SPA 326901 E 01:58	"Del Monte Foods, Inc."	PB	432	ml_or_g	1.59	0.0037
ND00836	Fruits	Pears	Other	"Del Monte Diced Pears, packed in water artificaly sweetened, no sugar added"	0.00	0.00	11.50	1 cup	2/22/2014	326101	"Del Monte Foods, Inc."	PB	452	ml_or_g	2.67	0.0059
ND00838	Fruits	Pears	Other	Del Monte Lite Pear Halves (canned)	0.00	0.00	12.10	1/2 cup	2/22/2014	HH9 323520 3 09:40	"Del Monte Foods, Inc."	PB	425	ml_or_g	2.00	0.0047
ND00839	Fruits	Pears	Other	"Del Monte Lite Sliced Pears, in extra light syrup (canned)"	0.00	0.00	12.10	1/2 cup	3/1/2015	SRW 327720 3 12:35	"Del Monte Foods, Inc."	PB	425	ml_or_g	1.59	0.0037
ND00834	Fruits	Pears	Other	"Del Monte Pear Chunks, no sugar added (canned)"	0.00	0.00	8.26	1/2 cup	2/22/2014	ALC 326901 K 15:40	"Del Monte Foods, Inc."	PB 	234	ml_or_g	1.19	0.0051
ND00835	Fruits	Pears	Other	"Del Monte Sliced Pears, in water, artifically sweetened, no sugar added (canned)"	0.00	0.00	8.26	1/2 cup	3/1/2015	SRW 327720 3 12:35	"Del Monte Foods, Inc."	PB 	411	ml_or_g	1.59	0.0039
ND00837	Fruits	Pears	Other	Great Value Pear Halves (in 100% Juice) (canned)	0.00	0.00	12.00	1/2 cup	2/16/2014	6PJ03 H2435 0027	Wal-Mart Stores Inc	SW	425	ml_or_g	0.98	0.0023
ND01810	Fruits	Pears	Other	"Great Value Pear Slices, in heavy syrup"	0.00	0.00	19.23	1/2 cup	4/16/2015	4P32 A265 3 12:50	Wal-Mart Stores Inc	SW	432	g	0.98	0.0023
ND00841	Fruits	Pears	Other	Great Value Sliced Pears (in heavy syrup) Bartlett Pears	0.00	0.00	19.53	1/2 cup	2/16/2014	6PS2 09 H2496 0346	Wal-Mart Stores Inc	SW	432	ml_or_g	0.98	0.0023
ND00840	Fruits	Pears	Other	La Campagnola 100 Años Peras (pears) (canned)	0.00	0.43	17.86	1/2 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00843	Fruits	Pears	Raw	"Pears, raw"	0.36	0.14	15.23	1 cup slices = 140g	3/20/2015	09252	USDA	I		ml_or_g	1.49	
ND00849	Fruits	Pineapple	Other	Dole All Natural Pineapple Chunks (frozen)	0.71	0.00	17.14	1 Cup	4/1/2015	15048A3501 01	"Dole Packaged Foods, LLC"	PB	454	ml_or_g	3.00	0.0066
ND00847	Fruits	Pineapple	Other	"Dole Pineapple Chunks in 100% Pineapple Juice, no sugar added (canned)"	0.82	0.00	13.52	1/2 cup	3/1/2015	S14217 473C2	"Dole Packaged Foods, LLC"	PB	567	ml_or_g	1.71	0.0030
ND00844	Fruits	Pineapple	Other	"Dole Pineapple Slices in 100% Pineapple Juice, no sugar added (canned)"	0.88	0.00	13.16	2 slices	3/1/2015	S14043 143C2	"Dole Packaged Foods, LLC"	PB	567	ml_or_g	1.71	0.0030
ND00848	Fruits	Pineapple	Other	Dole Pineapple Tidbits in 100% Pineapple Juice (canned)	0.82	0.00	13.52	1/2 cup	3/1/2015	P14241 519ZD2	"Dole Packaged Foods, LLC"	PB	227	ml_or_g	1.00	0.0044
ND00845	Fruits	Pineapple	Other	Dole Pineapple Tidbits in 100% Pineapple Juice (individual cups)	0.88	0.00	13.27	1 container	3/25/2015	3890000407	"Dole Packaged Foods, LLC"	WD	452	ml_or_g	2.99	0.0066
ND00846	Fruits	Pineapple	Other	Dole Pineapple-Tidbits in 100% fruit juice (fruit bowl)	0.88	0.00	13.27	1 container	2/20/2014	D13269H4 0407 0459	"Dole Packaged Foods, LLC"	PB	452	ml_or_g	2.87	0.0063
ND00850	Fruits	Pineapple	Raw	"Pineapple raw, all varieties "	0.54	0.12	13.12	1 cup chunks = 165g	3/20/2015	09266	USDA	I		ml_or_g	4.99	
ND00851	Fruits	Prunes	Null	Sunsweet Pitted Prunes	2.50	0.00	65.00	5 prunes	3/1/2015	31742026 14:43	"Sunsweet Growers, Inc"	PB	255	ml_or_g	3.15	0.0124
ND00852	Fruits	Raisins	Null	Sunmaid Natural California Raisins (canister)	2.50	0.00	78.75	1/4 cup	3/1/2015	14:19	Sun-maid Growers of Calif.	PB	567	ml_or_g	3.00	0.0053
ND00855	Grains	Baking_Powder_and_Cornstarch	Bakin_Powder	Clabber Girl Baking Powder	0.00	0.00	0.00	1/8 tsp	7/31/2014	14100	Clabber Girl Corporation	SW	230	ml_or_g	1.44	0.0063
ND00856	Grains	Baking_Powder_and_Cornstarch	Bakin_Powder	"Leavening agents, baking powder, double-acting, sodium aluminum sulfate"	0.00	0.00	27.70	1 tsp = 4.6g	11/3/2014	18369	USDA	I	230	ml_or_g	1.44	0.0063
ND00853	Grains	Baking_Powder_and_Cornstarch	Bakin_Powder	Rumford Aluminum-Free Baking Powder	0.00	0.00	100.00	1/8 tsp	12/8/2014	N/A	Clabber Girl Corporation	I	230	ml_or_g	2.48	0.0108
ND00854	Grains	Baking_Powder_and_Cornstarch	Bakin_Powder	Rumford Reduced Sodium Premium Aluminum-Free Baking Powder	0.00	0.00	0.00	1/8 tbsp	11/23/2014	14310	Clabber Girl Corporation	PB	113	ml_or_g	1.29	0.0114
ND00857	Grains	Baking_Powder_and_Cornstarch	Baking_Soda	Arm and Hammer Pure Baking Soda	0.00	0.00	0.00	1/8 tsp	7/31/2014	072017	Arm and Hammer 	SW	454	ml_or_g	0.72	0.0016
ND00859	Grains	Baking_Powder_and_Cornstarch	Cornstarch	Argo Cornstarch	0.00	0.00	93.75	1 tbsp	11/23/2014	D	"ACH Food Companies, Inc."	PB	454	ml_or_g	1.50	0.0033
ND00858	Grains	Baking_Powder_and_Cornstarch	Cornstarch	Clabber Girl Cornstarch 	0.00	0.00	87.50	1 tbsp	11/23/2014	14281	Clabber Girl Corporation	PB	340	ml_or_g	1.19	0.0035
ND00860	Grains	Bread	Null	Joseph's Flax Oat Bran & Whole Wheat Lavash Bread	15.63	6.25	21.88	1/2 Lavash	2/10/2015		"MEB, Inc"	SW	255	ml_or_g	2.99	0.0117
ND01811	Grains	Bread	Null	Joseph's Flax Oat Bran & Whole Wheat Pita Bread	16.22	5.41	21.62	1 pita	1/27/2015	14039	"MEB, Inc"	SW	227	g	2.18	0.0096
ND01812	Grains	Bread	Null	Joseph's Multi-Grain Flatbread	12.50	4.46	23.21	1 Flatbread	1/27/2015	14244	"MEB, Inc"	PB	280	g	2.69	0.0096
ND00864	Grains	Bread	Null	Nature's Own Bread - 100% Whole Grain Sandwich Rounds	11.63	2.33	46.51	1 roll/1.5 oz	7/31/2014	359-2 210 03:18	"Flowers Bakeries, LLC"	PB	340	ml_or_g	3.29	0.0097
ND00861	Grains	Bread	Null	Nature's Own Bread - 100% Whole Grain Sugar Free Bread	12.00	4.00	44.00	1 slice	11/21/2014	101 315 04:16 #2	"Flowers Bakeries, LLC"	PB	454	ml_or_g	3.59	0.0079
ND00865	Grains	Bread	Null	Nature's Own Bread - Honey Wheat	11.54	3.85	50.00	1 slice	7/31/2014	0110206 05:41 LS#1	"Flowers Bakeries, LLC"	SW	567	ml_or_g	2.88	0.0051
ND00862	Grains	Bread	Null	Nature's Own Whitewheat Bread - Healthy White 	11.54	2.88	44.23	2 slices	7/31/2014	0110 215 17:26 #2	"Flowers Bakeries, LLC"	PB	567	ml_or_g	2.99	0.0053
ND00866	Grains	Bread	Null	P28 High Protein Bread	29.79	7.45	25.53	1 slice	11/3/2014	https://www.p28foods.com/baked-goods/p28-high-protein-bread	P28 Foods	I	2832	ml_or_g	27.96	0.0099
ND00863	Grains	Bread	Null	Pepperidge Farm Light Style Bread - 7 Grain 	12.28	1.75	45.61	3 slices	11/21/2014	7L7 02:01	"Pepperidge Farm, Inc."	PB	454	ml_or_g	3.99	0.0088
ND00870	Grains	Bread	Null	Progresso Plain Bread Crumbs 	14.29	5.36	71.88	1/4 cup	11/21/2014	NV 7 14:27	"Progresso Foods Division, General Mills Cereals, LLC"	PB	425	ml_or_g	1.95	0.0046
ND00869	Grains	Bread	Null	Wasa Crackerbread - Crisp'n Light 7 Grain 	11.11	2.78	79.86	3 slices	11/24/2014	G01084984C	Wasa North America LLC	PB	140	ml_or_g	1.99	0.0142
ND00871	Grains	Bread	Null	Wasa Crispbread - Fiber	15.00	7.50	70.00	2 slices	11/24/2014	G0104492	Wasa North America LLC	PB	230	ml_or_g	2.99	0.0130
ND00872	Grains	Bread	Null	Wasa Crispbread - Hearty	6.67	0.00	93.33	1 slice	11/21/2014	S01135214 08:33	Wasa North America LLC	PB	275	ml_or_g	2.99	0.0109
ND00867	Grains	Bread	Null	Wasa Crispbread - Light Rye	11.11	0.00	77.78	2 slices (18g)	10/23/2014	G01045474A	Wasa North America LLC	SW	270	ml_or_g	2.54	0.0094
ND00873	Grains	Bread	Null	Wasa Crispbread - Multi Grain	13.33	0.00	86.67	1 slice (15g)	7/31/2014	G01024664B	Wasa North America LLC	SW	275	ml_or_g	2.54	0.0092
ND00874	Grains	Bread	Null	Wasa Crispbread - Sesame	14.29	10.71	71.43	1 slice	11/21/2014	G01055254B	Wasa North America LLC	PB	200	ml_or_g	2.99	0.0150
ND00868	Grains	Bread	Null	Wasa Crispbread - Sourdough	9.09	0.00	81.82	1 slice	11/21/2014	S01165704 13:23	Wasa North America LLC	PB	275	ml_or_g	2.99	0.0109
ND00891	Grains	Cereal	Null	Cheerios - Honey Nut	7.14	5.36	79.02	3/4 cup	7/31/2014	CW001404	"General Mills Cereals, LLC"	SW	482	ml_or_g	3.48	0.0072
ND00888	Grains	Cereal	Null	Cheerios - Multi Grain	6.90	3.45	82.76	1 cup	7/31/2014	CW002903	"General Mills Cereals, LLC"	SW	340	ml_or_g	3.48	0.0102
ND00878	Grains	Cereal	Null	Cheerios Toasted Whole Grain Oat Cereal	10.71	7.14	71.43	1 cup	7/31/2014	LD195301	"General Mills Cereals, LLC"	SW	396	ml_or_g	2.58	0.0065
ND00893	Grains	Cereal	Null	Cheerios-Apple Cinnamon	6.67	5.00	82.08	3/4 cup	7/30/2014	CR223601C	"General Mills Cereals, LLC"	SW	365	ml_or_g	2.98	0.0082
ND00879	Grains	Cereal	Null	Cheerios-Banana Nut	3.57	3.57	85.71	3/4 cup	7/30/2014	CR072601A	"General Mills Cereals, LLC"	SW	309	ml_or_g	2.98	0.0096
ND00882	Grains	Cereal	Null	Cheerios-Chocolate	3.70	5.56	81.48	3/4 cup	7/30/2014	CE224003	"General Mills Cereals, LLC"	SW	318	ml_or_g	2.98	0.0094
ND00883	Grains	Cereal	Null	Cheerios-Dulce de Leche	7.41	5.56	81.48	3/4 cup	7/30/2014	CE222404	"General Mills Cereals, LLC"	PB	340	ml_or_g	3.99	0.0117
ND00884	Grains	Cereal	Null	Cheerios-Frosted	7.41	3.70	81.48	3/4 cup	7/30/2014	CR13001A	"General Mills Cereals, LLC"	SW	340	ml_or_g	2.98	0.0088
ND00885	Grains	Cereal	Null	Cheerios-Fruity	3.70	5.56	85.19	3/4 Cup	7/30/2014	CE054704	"General Mills Cereals, LLC"	SW	340	ml_or_g	2.98	0.0088
ND00892	Grains	Cereal	Null	"Cheerios-Multi Grain, Peanut Butter"	7.14	5.36	82.14	3/4 cup	7/30/2014	RBRB06:5410	"General Mills Cereals, LLC"	SW	320	ml_or_g	2.82	0.0088
ND00898	Grains	Cereal	Null	Chex-Apple Cinnamon	3.23	6.45	87.10	3/4 cup	7/30/2014	CI223717 C	"General Mills Cereals, LLC"	SW	351	ml_or_g	3.28	0.0093
ND00897	Grains	Cereal	Null	Chex-Chocolate	6.25	7.81	81.25	3/4 cup	7/30/2014	CI175120 B	"General Mills Cereals, LLC"	SW	405	ml_or_g	3.28	0.0081
ND00895	Grains	Cereal	Null	Chex-Cinnamon	3.33	6.67	83.33	3/4 cup	7/30/2014	CI065017 C	"General Mills Cereals, LLC"	SW	343	ml_or_g	3.28	0.0096
ND00887	Grains	Cereal	Null	Chex-Honey Nut	6.25	1.56	87.50	3/4 cup	7/30/2014	WC003511	"General Mills Cereals, LLC"	SW	354	ml_or_g	3.28	0.0093
ND00886	Grains	Cereal	Null	Chex-Rice	7.41	1.85	85.19	1 cup	7/30/2014	CI061515 A	"General Mills Cereals, LLC"	SW	340	ml_or_g	2.98	0.0088
ND00894	Grains	Cereal	Null	Chex-Vanilla	3.33	6.67	83.33	3/4 Cup	7/30/2014	CI065818 C	"General Mills Cereals, LLC"	SW	343	ml_or_g	3.28	0.0096
ND00877	Grains	Cereal	Null	Chex-Wheat	10.64	2.13	82.98	3/4 cup	7/30/2014	CI131815 A	"General Mills Cereals, LLC"	PB	396	ml_or_g	3.69	0.0093
ND00889	Grains	Cereal	Null	Corn Chex Oven Toasted Corn Cereal-Gluten Free 	6.45	1.61	86.69	1 cup 	7/30/2014	WC165211	"General Mills Cereals, LLC"	PB 	340	ml_or_g	3.69	0.0109
ND00876	Grains	Cereal	Null	Fiber One- 80 Calorie Honey Squares 	3.33	3.33	86.67	3/4 cup	7/30/2014	CE080902	"General Mills Cereals, LLC"	SW	333	ml_or_g	3.77	0.0113
ND00875	Grains	Cereal	Null	Fiber One- Original Bran Cereal	6.67	3.33	83.33	1/2 cup	7/30/2014	WC073827	"General Mills Cereals, LLC"	SW	459	ml_or_g	3.68	0.0080
ND00896	Grains	Cereal	Null	Great Value Fruity Sparkles	3.33	0.00	96.67	3/4 cup	4/20/2014	s210:20	Wal-Mart Stores Inc	SW	368	ml_or_g		0.0000
ND00880	Grains	Cereal	Null	Kellogg's Corn Flakes	7.14	0.00	85.71	1 cup	7/30/2014	KLA 008 03:44	Kellogg Sales Co.	SW	510	ml_or_g	2.87	0.0056
ND00890	Grains	Cereal	Null	Kellogg's Special K - Original	19.35	1.61	74.19	1 cup	7/30/2014	KLC 002 16:53	Kellogg Sales Co.	SW	340	ml_or_g	2.96	0.0087
ND00881	Grains	Cereal	Null	Raisin Bran Crunch	7.55	1.89	84.91	1 cup	7/30/2014	KBC 0144 01:27	Kellogg Sales Co.	SW	703	ml_or_g	3.42	0.0049
ND00899	Grains	Grains_Other	Null	Quaker Instant Grits - Butter	7.14	5.36	75.00	1 packet	7/9/2014	JAN0915 L237	Quaker Oats Co.	PB	341	ml_or_g	3.35	0.0098
ND00909	Grains	Oats	Null	Quaker Instant Oatmeal - Apples and Cinnamon	9.30	4.65	76.74	1 packet	7/30/2014	L2 45	Quaker Oats Co.	SW	428	ml_or_g	2.50	0.0058
ND00902	Grains	Oats	Null	"Quaker Instant Oatmeal - Apples and Cinnamon, Lower Sugar"	9.68	4.84	70.97	1 packet	7/20/2014	3000001499	Quaker Oats Co.	PB	328	ml_or_g	3.79	0.0116
ND00900	Grains	Oats	Null	Quaker Instant Oatmeal - Cinnamon and Spice	11.76	5.88	70.59	1 packet	7/30/2014	HY1 13:09 14164	Quaker Oats Co.	SW	326	ml_or_g	2.50	0.0077
ND00911	Grains	Oats	Null	Quaker Instant Oatmeal - Dinosaur Eggs Brown Sugar	8.00	8.00	74.00	1 packet	7/20/2014	3000026291	Quaker Oats Co.	PB	400	ml_or_g	3.79	0.0095
ND00903	Grains	Oats	Null	Quaker Instant Oatmeal - High Fiber Cinnamon Swirl	8.89	4.44	75.56	1 packet	7/20/2014	3000026192	Quaker Oats Co.	PB	360	ml_or_g	3.79	0.0105
